,Tot,C,P,G,Incident,Aircraft,Location,Phase,Airport,Distance,Date,Airline,sole_survivor,no_survivor,prev_deadliest,prev_deadliest_no_survivor,COM,EXG,EXS,INB,INH,MIL
454,58,2.0,55.0,1.0,Pan African Airlines (N90427),Douglas C-54B-1-DC Skymaster,"Agwa,Rivers State, Nigeria",APR,PHC,1.5 km (0.81 NM),1968-09-28,Pan African Airlines (N90427),0,1,0,0,1,0,0,0,0,0
455,58,5.0,53.0,0.0,American Airlines Flight 383,Boeing 727-23,"Hebron, Kentucky, U.S.",APR,CVG,3 km (1.6 NM),1965-11-08,American Airlines,0,0,0,0,1,0,0,0,0,0
456,58,7.0,51.0,0.0,Eastern Air Lines Flight 304,Douglas DC-8,"Lake Pontchartrain, Louisiana, U.S.",ENR,,,1964-02-25,Eastern Air Lines,0,1,0,0,1,0,0,0,0,0
457,58,9.0,49.0,0.0,KLM Flight 844,Lockheed 1049E,"Biak Island, Indonesia",ENR,,,1957-07-16,KLM,0,0,0,0,1,0,0,0,0,0
458,58,7.0,51.0,0.0,El Al Israel Airlines Flight 402/26,Lockheed L-149 Constellation,"Petrich, Bulgaria",ENR,,,1955-07-27,El Al Israel Airlines,0,1,0,0,0,0,1,0,0,0
459,58,8.0,50.0,0.0,Transocean Air Lines Flight 512,Douglas DC-6,Pacific Ocean,ENR,,,1953-07-12,Transocean Air Lines,0,1,0,0,1,0,0,0,0,0
460,58,7.0,51.0,0.0,Curtiss Reid Flying Services (CF-EDN),Douglas C-54B-1-DC,"Grande Tete de l'Obioumountain, France",ENR,,,1950-11-13,Curtiss Reid Flying Services (CF-EDN),0,1,0,0,1,0,0,0,0,0
461,58,3.0,55.0,0.0,Northwest Orient Airlines Flight 2501,Douglas DC-4,"Lake Michigan, offBenton Harbor, Michigan, U.S.",ENR,,,1950-06-23,Northwest Orient Airlines,0,1,0,0,1,0,0,0,0,0
462,58,5.0,0.0,53.0,1938 Japan mid-air collision,Fokker Super Universal and Mitsubishi Ki1,"Tokyo, Japan",ENR,,,1938-08-24,1938 Japan mid-air collision,0,1,0,0,1,0,0,0,0,0
463,57,7.0,50.0,0.0,Atlasjet Flight 4203,McDonnell Douglas MD-83,"Keciborlu, Turkey",APR,ISE,12 km (6.5 NM),2007-11-30,Atlasjet,0,1,0,0,1,0,0,0,0,0
464,57,5.0,52.0,0.0,ASA Pesada An-26 (D2-FCG),Antonov An-26,"Luanda, Angola",ENR,,,2000-11-15,ASA Pesada An-26 (D2-FCG),0,1,0,0,1,0,0,0,0,0
465,57,5.0,52.0,0.0,Turkish Airlines Flight 278,Boeing 737-4Y0,"Van, Turkey",APR,VAN,4 km (2.2 NM),1994-12-29,Turkish Airlines,0,0,0,0,1,0,0,0,0,0
466,57,7.0,50.0,0.0,Soviet Air Force Il-76MD (CCCP-76569),Ilyushin Il-76MD,"Caspian SeaoffSumqayit,Azerbaijan SSR, USSR",ENR,,,1989-10-18,Soviet Air Force Il-76MD (CCCP-76569),0,1,0,0,0,0,0,0,0,1
467,57,5.0,52.0,0.0,SAETA Viscount (HC-AVP),Vickers Viscount 785D,"Pastaza Province, Ecuador",ENR,,,1979-04-23,SAETA Viscount (HC-AVP),0,1,0,0,1,0,0,0,0,0
468,57,4.0,53.0,0.0,Aeroflot Flight 2174,Antonov An-24B,"Atamanovka,Saratov Oblast, Russian SFSR, USSR",APR,RTW,13 km (7.0 NM),1971-12-01,Aeroflot,0,1,0,0,1,0,0,0,0,0
469,57,5.0,52.0,0.0,Civil Air Transport Flight 106,Curtiss C-46D-10-CU,"Jiaoxi, Taiwan",ICL,RMQ,c. 8.5 km (4.6 NM),1964-06-20,Civil Air Transport,0,1,0,0,1,0,0,0,0,0
470,56,2.0,54.0,0.0,Martinair Flight 495,McDonnell Douglas DC-10-30CF,"Faro, Portugal",LDG,FAO,,1992-12-21,Martinair,0,0,0,0,1,0,0,0,0,0
471,56,2.0,54.0,0.0,Aeroflot Flight A-13,Antonov An-24B,"Neftyanyye Kamni, Azerbaijan",ENR,,,1973-08-18,Aeroflot,0,0,0,0,1,0,0,0,0,0
472,56,1.0,50.0,5.0,Varig Flight 837,Douglas DC-8-33,"Monrovia, Liberia",APR,ROB,1.9 km (1.0 NM),1967-03-05,Varig,0,0,0,0,1,0,0,0,0,0
473,56,4.0,52.0,0.0,Avianca Flight 03,Douglas C-54,"Cartagena Bay, offCartagena, Colombia",ICL,CTG,1.3 km (0.70 NM),1966-01-15,Avianca,0,0,0,0,1,0,0,0,0,0
474,56,4.0,52.0,0.0,Miami Airlines (N1678M),Curtiss C-46F-1-CU,"Hillside, New Jersey, U.S.",ENR,,,1951-12-16,Miami Airlines (N1678M),0,1,0,0,1,0,0,0,0,0
475,55,6.0,47.0,2.0,China Eastern Airlines Flight 5210,Bombardier CRJ-200LR,"Baotou,Inner Mongolia, China",ICL,BAV,2 km (1.1 NM),2004-11-21,China Eastern Airlines,0,1,0,0,1,0,0,0,0,0
476,55,7.0,48.0,0.0,Lionair Flight 602,Antonov An-24,"Palk Strait, offMannar, Sri Lanka",ENR,,,1998-09-29,Lionair,0,1,0,0,0,1,0,0,0,0
477,55,1.0,54.0,0.0,China Northwest Airlines Flight 2119,British Aerospace 146,"Yinchuan, China",TOF,INC,,1993-07-23,China Northwest Airlines,0,0,0,0,1,0,0,0,0,0
478,55,2.0,53.0,0.0,Indian Airlines Flight 491,Boeing 737-2A8,"Aurangabad, India",TOF,IXU,1.9 km (1.0 NM),1993-04-26,Indian Airlines,0,0,0,0,1,0,0,0,0,0
479,55,5.0,50.0,0.0,Partnair Flight 394,Convair CV-580,"Skagerrak, nearHirtshals, Denmark",ENR,,,1989-09-08,Partnair,0,1,0,0,1,0,0,0,0,0
480,55,2.0,53.0,0.0,British Airtours Flight 328,Boeing 737-236,"Manchester, England, UK",TOF,MAN,,1985-08-22,British Airtours,0,0,0,0,1,0,0,0,0,0
481,55,8.0,47.0,0.0,Transbrasil Flight 303,Boeing 727-27C,"Morro da Virginia,Santa Catarina, Brazil",APR,FLN,24 km (13 NM),1980-04-12,Transbrasil,0,0,0,0,1,0,0,0,0,0
482,55,4.0,51.0,0.0,Aeroflot Flight H-826,Antonov An-24B,"Preobrazhenka,Dnipropetrovsk Oblast,Ukrainian SSR, USSR",ENR,,,1969-08-03,Aeroflot,0,1,0,0,1,0,0,0,0,0
483,55,7.0,48.0,0.0,Air Afrique (F-BIAO),Douglas DC-6B,"Mount Cameroon, Cameroon",ENR,,,1963-05-03,Air Afrique (F-BIAO),0,1,0,0,1,0,0,0,0,0
484,55,7.0,48.0,0.0,Trans World Airlines Flight 903,Lockheed L-749A,"Wadi Natrun, Egypt",ENR,,,1950-08-31,Trans World Airlines,0,1,0,0,1,0,0,0,0,0
485,55,4.0,51.0,0.0,Eastern Air Lines Flight 537 and Bolivian Air Force (NX26927),Douglas DC-4 and Lockheed P-38 Lightning,"Alexandria, Virginia, U.S.",APR,DCA,0.8 km (0.43 NM),1949-11-01,Eastern Air Lines,1,0,0,0,1,0,0,0,0,0
486,54,5.0,49.0,0.0,Trigana Air Flight 267,ATR 42-300,"Mount Tangok,Pegunungan Bintang Regency,Papua, Indonesia",ENR,,,2015-08-16,Trigana Air,0,1,0,0,1,0,0,0,0,0
487,54,7.0,47.0,0.0,China Airlines Flight 204,Boeing 737-209,"Chiashan Mountains,Hualien City, Taiwan",ENR,,,1989-10-26,China Airlines,0,1,0,0,1,0,0,0,0,0
488,54,5.0,49.0,0.0,Pakistan International Airlines Flight 404,Fokker F27 Friendship 200,"Bunji, Pakistan",ENR,,,1989-08-25,Pakistan International Airlines,0,1,0,0,1,0,0,0,0,0
489,54,,,0.0,Ethiopian Air Force,Antonov An-12,"Asmara, Eritrea",UNK,,,1987-01-13,Ethiopian Air Force,0,1,0,0,0,0,0,0,0,1
490,54,2.0,52.0,0.0,Aeroflot Flight 2306,Tupolev Tu-134AK,"Kopsa,Komi ASSR, Russian SFSR, USSR",ENR,,,1986-07-02,Aeroflot,0,0,0,0,1,0,0,0,0,0
491,54,10.0,44.0,0.0,Israeli Air Force (960),Sikorsky CH-53 Sea Stallion,Jordan Valley,UNK,,,1977-05-10,Israeli Air Force (960),0,1,0,0,0,0,0,0,0,1
492,54,4.0,50.0,0.0,Alia Royal Jordanian Airlines Herald (JY-ACQ),H and ley Page HPR-7 Herald 207,"Al-Dimas, Syria",ENR,,,1965-04-10,Alia Royal Jordanian Airlines Herald (JY-ACQ),0,1,0,0,1,0,0,0,0,0
493,54,5.0,49.0,0.0,Real Transportes Aereos Flight 435,Convair CV-340-62,"Guanabara Bay, Brazil",APR,GIG,c. 3 km (1.6 NM),1960-06-24,Real Transportes Aereos,0,1,0,0,1,0,0,0,0,0
494,54,9.0,45.0,0.0,Transports Aeriens Intercontinentaux Flight 307,Douglas DC-7C,"Merignac, France",ICL,BOD,<1 km (0.54 NM),1959-09-24,Transports Aeriens Intercontinentaux,0,0,0,0,1,0,0,0,0,0
495,53,10.0,43.0,0.0,Air France Flight 422,Boeing 727-230,"Monserrate, Bogota, Colombia",ENR,,,1998-04-20,Air France,0,1,0,0,1,0,0,0,0,0
496,53,6.0,47.0,0.0,Federal Airlines (ST-FAG),Antonov An-24RV,"Khartoum North, Sudan",LDG,,,1996-05-03,Federal Airlines (ST-FAG),0,1,0,0,1,0,0,0,0,0
497,53,5.0,48.0,0.0,Lineas Aereas del Estado (TC-72) (1995),Fokker F-27 Friendship 400M,"Champaqui,Cordoba, Argentina",ENR,,,1995-11-08,Lineas Aereas del Estado (TC-72) (1995),0,1,0,0,1,0,0,0,0,0
498,53,,,0.0,Bakhtar Alwatana (YA-BAL),Antonov An-26,"Khost, Afghanistan",ENR,,,1987-06-11,Bakhtar Alwatana (YA-BAL),0,0,0,0,0,1,0,0,0,0
499,53,4.0,0.0,49.0,Aeroservicios Ecuatorianos Flight 767-103,Douglas DC-8-55F,"Concepcion,Quito Canton, Ecuador",TOF,UIO,,1984-09-18,Aeroservicios Ecuatorianos,0,1,0,0,1,0,0,0,0,0
500,53,2.0,51.0,0.0,Nigeria Airways Flight 250,Fokker F28 Fellowship2000,"NigerienEnugu, Nigeria",APR,ENU,3.3 km (1.8 NM),1983-11-28,Nigeria Airways,0,0,0,0,1,0,0,0,0,0
501,53,4.0,49.0,0.0,Korean Air Force (56-4391),Fairchild C-123J,"Seongnam, South Korea",TOF,SSN,,1982-06-01,Korean Air Force (56-4391),0,1,0,0,0,0,0,0,0,1
502,53,6.0,47.0,0.0,Korean Air Force,Fairchild C-123J,"Hallasan, South Korea",ENR,,,1982-02-06,Korean Air Force,0,1,0,0,0,0,0,0,0,1
503,53,5.0,48.0,0.0,LOT Polish Airlines Flight 165,Antonov An-24W,"Polica Mountain, Poland",ENR,,,1969-04-02,LOT Polish Airlines,0,1,0,0,1,0,0,0,0,0
504,53,9.0,44.0,0.0,US Air Force (49-0244),Douglas C-124A Globemaster II,"ofBiscay Abyssal Plain, Atlantic Ocean",ENR,,,1951-03-23,US Air Force (49-0244),0,1,0,0,0,0,0,0,0,1
505,53,1.0,52.0,0.0,Strato-Freight (NC92857),Curtiss C-46D-5-CU,"Atlantic Ocean offSan Juan, Puerto Rico, U.S.",ICL,SIG,10 km (5.4 NM),1949-06-07,Strato-Freight (NC92857),0,0,0,0,1,0,0,0,0,0
506,53,4.0,49.0,0.0,Eastern Air Lines Flight 605,Douglas DC-4,"Bainbridge, Maryland, U.S.",ENR,,,1947-05-30,Eastern Air Lines,0,1,0,0,1,0,0,0,0,0
507,53,4.0,49.0,0.0,Avianca (C-114),Douglas DC-4,"Mount El Tablazo,Subachoque, Colombia",ENR,,,1947-02-15,Avianca (C-114),0,1,0,0,1,0,0,0,0,0
508,53,1.0,0.0,52.0,Santa Ana air show disaster,Curtiss Hawk II,"Campo de Marte, Bogota, Colombia",ENR,,,1938-07-24,Santa Ana air show disaster,0,1,0,0,0,0,0,0,0,1
509,53,2.0,50.0,0.0,Azerbaijan Airlines Flight A-56,Tupolev Tu-134B,"Nakhchivan, Azerbaijan",ICL,NAJ,3.8 km (2.1 NM),1995-12-05,Azerbaijan Airlines,0,0,0,0,1,0,0,0,0,0
510,53,,,3.0,Philippine Air Force (5125),Lockheed C-130H Hercules,"Patikul,Sulu, Philippines",APR,JOL,,2021-07-04,Philippine Air Force (5125),0,0,0,0,0,0,0,0,0,1
511,52,3.0,49.0,0.0,Sri Lanka Air Force (4R-HVA),British Aerospace BAe-748-357 Srs. 2b,"Jaffna, Sri Lanka",APR,JAF,unknown,1995-04-29,Sri Lanka Air Force (4R-HVA),0,1,0,0,0,1,0,0,0,0
512,52,4.0,42.0,6.0,Kenya Air Force (214),de Havill and Canada DHC-5D Buffalo,"KeEastleigh, Nairobi, Kenya",APR,HKRE,1.7 km (0.92 NM),1992-04-16,Kenya Air Force (214),0,1,0,0,0,0,0,0,0,1
513,52,,,0.0,Fuerza Aerea Hondurena (FAH-556),Lockheed C-130 Hercules,"NearMocoron Airport, Honduras",APR,,,1986-08-14,Fuerza Aerea Hondurena (FAH-556),0,1,0,0,0,0,0,0,0,1
514,52,5.0,47.0,0.0,Bakhtar Afghan Airlines (YA-BAM),Antonov An-26,"Senjaray,Kandahar Province, Afghanistan",ENR,,,1985-09-04,Bakhtar Afghan Airlines (YA-BAM),0,1,0,0,0,1,0,0,0,0
515,52,6.0,46.0,0.0,Aeroflot Flight 1802,Antonov An-24RV,"Chernihiv,Ukrainian SSR, USSR",ENR,,,1976-05-15,Aeroflot,0,1,0,0,1,0,0,0,0,0
516,52,5.0,47.0,0.0,Lineas Aereas del Estado (TC-72) (1975),Fokker F-27 Friendship 400M,"Pilcaniyeu, Argentina",APR,BRC,35 km (19 NM),1975-03-16,Lineas Aereas del Estado (TC-72) (1975),0,1,0,0,1,0,0,0,0,0
517,52,4.0,48.0,0.0,Aeroflot Flight H-63,Antonov An-24B,"Vinnytsia,Ukrainian SSR, USSR",APR,VIN,c. 2.5 km (1.3 NM),1971-11-12,Aeroflot,0,1,0,0,1,0,0,0,0,0
518,52,6.0,46.0,0.0,Canadian Pacific Air Lines Flight 21,Douglas DC-6B,"Can100near100 Mile House, British Columbia, Canada",ENR,,,1965-07-08,Canadian Pacific Air Lines,0,1,0,0,0,0,0,1,0,0
519,52,12.0,40.0,0.0,Aerolineas Argentinas Flight 322,de Havill and Comet 4,"Campinas, Brazil",ICL,VCP,2 km (1.1 NM),1961-11-23,Aerolineas Argentinas,0,1,0,0,1,0,0,0,0,0
520,52,8.0,44.0,0.0,Ceskoslovenske Statni Aerolinie Flight 511,Ilyushin Il-18,"Igensdorf, West Germany",ENR,,,1961-03-28,Ceskoslovenske Statni Aerolinie,0,1,0,0,1,0,0,0,0,0
521,52,7.0,13.0,32.0,US Air Force (55-0291),Convair C-131 Samaritan,"Munich, West Germany",ENR,,,1960-12-17,US Air Force (55-0291),0,1,0,0,0,0,0,0,0,1
522,52,3.0,49.0,0.0,Transports Aeriens Intercontinentaux (F-BGOD),Douglas DC-6B,"New Cairo, Egypt",APR,CAI,29 km (16 NM),1956-02-20,Transports Aeriens Intercontinentaux (F-BGOD),0,0,0,0,1,0,0,0,0,0
523,52,11.0,41.0,0.0,US Air Force (51-0107),Douglas C-124A-DL Globemaster II,"Colony Glacier,Mount Gannett,Chugach Mountains, Alaska, U.S.",ENR,,,1952-11-22,US Air Force (51-0107),0,1,0,0,0,0,0,0,0,1
524,52,0.0,52.0,0.0,Pan Am Flight 526A,Douglas DC-4,"Atlantic Ocean, offSan Juan, Puerto Rico, U.S.",ENR,,,1952-04-11,Pan Am,0,0,0,0,1,0,0,0,0,0
525,52,12.0,40.0,0.0,Air France Flight 072,Latécoère 631,Atlantic Ocean,ENR,,,1948-08-01,Air France,0,1,0,0,1,0,0,0,0,0
526,52,5.0,47.0,0.0,United Air Lines Flight 608,Douglas DC-6,"Bryce Canyon, Utah, U.S.",ENR,,,1947-10-24,United Air Lines,0,1,0,0,1,0,0,0,0,0
527,52,42.0,10.0,0.0,French airshipDixmude,Zeppelin-typerigid airship,"Mediterranean, offSicily, Italy",,,,1923-12-21,French airshipDixmude,0,0,0,1,0,0,0,0,0,1
528,51,4.0,47.0,0.0,US-Bangla Airlines Flight 211,Bombardier Dash 8-Q400,"Kathmandu, Nepal",LDG,KTM,,2018-03-12,US-Bangla Airlines,0,0,0,0,1,0,0,0,0,0
529,51,4.0,17.0,30.0,Malift Air (9Q-COS),Antonov An-26,"Kinshasa, DR Congo",TOF,FIH,2.0 km (1.1 NM),2007-10-04,Malift Air (9Q-COS),0,0,0,0,1,0,0,0,0,0
530,51,6.0,45.0,0.0,Afghanistan Air Force,Antonov An-32,"Khojak Pass, Pakistan",APR,UET,110 km (59 NM),1998-01-13,Afghanistan Air Force,0,1,0,0,0,0,0,0,0,1
531,51,5.0,46.0,0.0,Intercontinental de Aviacion Flight 256,Douglas DC-9-14,"Maria La Baja, Colombia",APR,CTG,56 km (30 NM),1995-01-11,Intercontinental de Aviacion,1,0,0,0,1,0,0,0,0,0
532,51,4.0,47.0,0.0,Aeroflot-Yugavia Flight 519,Yakovlev Yak-40,"Mount Kukurtbash,Untsukulsky District,Dagestan ASSR, Russian SFSR, USSR",APR,MCX,23 km (12 NM),1991-11-07,Aeroflot-Yugavia,0,1,0,0,1,0,0,0,0,0
533,51,6.0,45.0,0.0,Air Mali (TZ-ACT),Antonov An-24B,"MaliTimbuktu, Mali",ICL,TOM,3 km (1.6 NM),1985-02-22,Air Mali (TZ-ACT),1,0,0,0,1,0,0,0,0,0
534,51,6.0,45.0,0.0,Soviet Navy (CCCP-42332),Tupolev Tu-104A,"Pushkinsky District, Leningrad, Russian SFSR, USSR",ENR,,,1981-02-07,Soviet Navy (CCCP-42332),0,1,0,0,1,0,0,0,0,0
535,51,6.0,45.0,0.0,Aeroflot Flight 2022,Tupolev Tu-124V,"Karacharovo,Volokolamsky District, Russian SFSR, USSR",ENR,,,1973-12-16,Aeroflot,0,1,0,0,1,0,0,0,0,0
536,51,9.0,42.0,0.0,Pan Am Flight 217,Boeing 707-321B,"Atlantic Ocean, offMaiquetia, Venezuela",APR,CCS,c. 9 km (4.9 NM),1968-12-12,Pan Am,0,1,0,0,1,0,0,0,0,0
537,51,5.0,46.0,0.0,Austral Lineas Aereas Flight 205,Curtiss C-46A-50-CU,"Atlantic Ocean offMar del Plata, Argentina",APR,MDQ,1.2 km (0.65 NM),1959-01-16,Austral Lineas Aereas,1,0,0,0,1,0,0,0,0,0
538,51,7.0,44.0,0.0,Panair do Brasil Flight 099,Lockheed Constellation,"Sao Leopoldo, Brazil",ENR,,,1950-07-28,Panair do Brasil,0,1,0,0,1,0,0,0,0,0
539,50,6.0,44.0,0.0,Tatarstan Airlines Flight 363,Boeing 737-53A,"Kazan, Russia",LDG,KZN,,2013-11-17,Tatarstan Airlines,0,1,0,0,1,0,0,0,0,0
540,50,4.0,45.0,1.0,Colgan Air Flight 3407,Bombardier DHC8-402 Q400,"Clarence Center, New York, U.S.",APR,BUF,10 km (5.4 NM),2009-02-12,Colgan Air,0,1,0,0,1,0,0,0,0,0
541,50,,,0.0,Sudanese Air Force,Antonov An-32,"Surayriyah,Khartoum, Sudan",ENR,,,1999-06-03,Sudanese Air Force,0,1,0,0,0,0,0,0,0,1
542,50,6.0,44.0,0.0,Stavropolskaya Aktsionernaya Avia Flight 1023,Antonov An-24RV,"Cherkessk, Russia",ENR,,,1997-03-18,Stavropolskaya Aktsionernaya Avia,0,1,0,0,1,0,0,0,0,0
543,50,4.0,46.0,0.0,Philippine Airlines Flight 206,Hawker Siddeley HS 748-209 Srs.2,"Mount Ugu,Benguet, Philippines",APR,BAG,19 km (10 NM),1987-06-26,Philippine Airlines,0,1,0,0,1,0,0,0,0,0
544,50,12.0,38.0,0.0,Varig Flight 797,Boeing 707-320C,"Bingerville, Cote d'Ivoire",APR,ABJ,18 km (9.7 NM),1987-01-03,Varig,1,0,0,0,1,0,0,0,0,0
545,50,5.0,45.0,0.0,Balkan Bulgarian Airlines (LZ-TUR),Tupolev Tu-134,"Sofia, Bulgaria",APR,SOF,4 km (2.2 NM),1984-01-10,Balkan Bulgarian Airlines (LZ-TUR),0,1,0,0,1,0,0,0,0,0
546,50,3.0,47.0,0.0,Spantax Flight 995,McDonnell Douglas DC-10-30,"Malaga, Spain",TOF,AGP,0.45 km (0.24 NM),1982-09-13,Spantax,0,0,0,0,1,0,0,0,0,0
547,50,6.0,44.0,0.0,Aeropesca Flight 221,Vickers Viscount 745D,"Garzon, Colombia",ENR,,,1981-08-26,Aeropesca,0,1,0,0,1,0,0,0,0,0
548,50,6.0,44.0,0.0,Somali Airlines Flight 40,Fokker F27 Friendship 600,"Bal'ad District, Somalia",ENR,,,1981-07-20,Somali Airlines,0,1,0,0,1,0,0,0,0,0
549,50,4.0,46.0,0.0,Olympic Airways Flight 830,NAMC YS-11A-500,"Servia, Greece",APR,KZI,19 km (10 NM),1976-11-23,Olympic Airways,0,1,0,0,1,0,0,0,0,0
550,50,6.0,44.0,0.0,Royal Air Force (XV216),Lockheed C-130K Hercules C.1P,"Ligurian Sea, nearPisa, Italy",ENR,,,1971-11-09,Royal Air Force (XV216),0,1,0,0,0,0,0,0,0,1
551,50,6.0,44.0,0.0,Hughes Airwest Flight 706 and US Marine Corps (151458),McDonnell Douglas DC-9-31 and McDonnell Douglas F-4 Phantom II,"San Gabriel Mountains, nearDuarte, California, U.S.",ENR,,,1971-06-06,Hughes Airwest,1,0,0,0,1,0,0,0,0,0
552,50,5.0,43.0,2.0,Ariana Afghan Airlines Flight 701,Boeing 727-113C,"Fernhill, England, UK",APR,LGW,2.5 km (1.3 NM),1969-01-05,Ariana Afghan Airlines,0,0,0,0,1,0,0,0,0,0
553,50,5.0,45.0,0.0,All Nippon Airways Flight 533,NAMC YS-11,"Seto Inland Sea, offMatsuyama, Shikoku, Japan",APR,MYJ,<1 km (0.54 NM),1966-11-13,All Nippon Airways,0,1,0,0,1,0,0,0,0,0
554,50,5.0,45.0,0.0,Iberia (EC-ATH),Convair CV-440-62,"Atlantic Ocean, offTangier, Morocco",APR,TNG,18 km (9.7 NM),1965-03-31,Iberia (EC-ATH),0,0,0,0,1,0,0,0,0,0
555,50,7.0,43.0,0.0,Panair do Brasil (PP-PDE),Lockheed L-049 Constellation,"ofManaus, Brazil",ENR,,,1962-12-14,Panair do Brasil (PP-PDE),0,1,0,0,1,0,0,0,0,0
556,50,4.0,46.0,0.0,Capital Airlines Flight 20,Vickers Viscount 745D,"Holdcroft, Virginia, U.S.",ENR,,,1960-01-18,Capital Airlines,0,1,0,0,1,0,0,0,0,0
557,50,5.0,45.0,0.0,Scottish Airlines (G-ANSY),Avro York,"Zurrieq, Malta",ENR,,,1956-02-18,Scottish Airlines (G-ANSY),0,1,0,0,1,0,0,0,0,0
558,50,9.0,41.0,0.0,Pan Am Flight 202,Boeing 377-10-26,"Santana do Araguaia, Brazil",ENR,,,1952-04-29,Pan Am,0,1,0,0,1,0,0,0,0,0
559,50,6.0,44.0,0.0,United Air Lines Flight 615,Douglas DC-6B,"Union City, California, U.S.",APR,OAK,22 km (12 NM),1951-08-24,United Air Lines,0,1,0,0,1,0,0,0,0,0
560,50,5.0,45.0,0.0,United Air Lines Flight 610,Douglas DC-6,"Fort Collins, Colorado, U.S.",ENR,,,1951-06-30,United Air Lines,0,1,0,0,1,0,0,0,0,0
